Name,page_ref,Image,Natinality,PreferredPositions,Age,Overal,Potential,Club,ID,Height,Weight,PreferredFoot,best_overal,BP,Growth,Joined,LoanDateEnd,Value,Wage,ReleaseClause,Attacking,Crossing,Finishing,Heading,ShortPass,Volleys,Skill,Dribbling,Curve,FKAcc,LongPass,BallControl,Movement,Acceleration,SprintSpeed,Agility,Reactions,Balance,Power,ShotPower,Jumping,Stamina,Strength,LongShots,Mentality,Aggression,Interceptions,AttPosition,Vision,Penalties,Composure,Defending,Marking,StandTackle,SlideTackle,Goalkeeping,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Total,BaseStats,WeakFoot,SkillMoves,A/W,D/W,IR,PAC,SHO,PAS,DRI,DEF,PHY,PlayerWorkRate,BirthDate,Specialities,Club_ContractLength,Club_Position
Dušan Tadić,/player/199434/dusan-tadic/220069/,https://cdn.sofifa.net/players/199/434/22_60.png,Serbia,LW,32,84,84,Ajax,199434,181cm,76kg,Left,84,LW,0,"Jul 3, 2018",N/A,€33.5M,€32K,€46.9M,403,87,83,66,87,80,415,84,85,79,80,87,379,68,68,75,84,84,383,79,59,88,80,77,355,56,41,86,88,84,86,111,51,34,26,61,11,11,14,9,16,2107,438,3,4,Medium,Medium,3,68,81,86,84,43,76,Medium/Medium,"Nov 20, 1988",Crosser,2024,LW
Luis Díaz,/player/241084/luis-diaz/220069/,https://cdn.sofifa.net/players/241/084/22_60.png,Colombia,LW/LM,24,84,87,Liverpool,241084,180cm,73kg,Right,85,RM,3,"Jan 31, 2022",N/A,€57.5M,€145K,€110.7M,368,76,80,62,76,74,375,89,75,53,71,87,430,92,92,88,83,75,392,84,73,84,69,82,316,70,25,81,77,63,83,100,28,38,34,64,10,13,13,14,14,2045,440,4,4,High,Medium,1,92,80,74,87,34,73,High/Medium,"Jan 13, 1997",Speedster/Dribbler/Acrobat,2027,SUB
Duván Zapata,/player/215333/duvan-zapata/220069/,https://cdn.sofifa.net/players/215/333/22_60.png,Colombia,ST,30,84,84,Atalanta,215333,189cm,88kg,Right,84,ST,0,"Jan 17, 2020",N/A,€41.5M,€84K,€70.6M,368,44,88,83,74,79,327,79,55,62,47,84,366,78,81,67,82,58,403,86,80,78,95,64,319,72,20,86,66,75,82,90,44,24,22,40,9,9,8,6,8,1913,422,4,3,High,Medium,2,80,82,61,79,35,85,High/Medium,"Apr 1, 1991",Strength,2024,ST
Yann Sommer,/player/177683/yann-sommer/220069/,https://cdn.sofifa.net/players/177/683/22_60.png,Switzerland,GK,32,85,85,Borussia Mönchengladbach,177683,183cm,79kg,Right,85,GK,0,"Jul 1, 2014",N/A,€26.5M,€40K,€45.1M,84,13,13,10,40,8,96,15,12,13,31,25,297,48,54,55,82,58,260,62,73,45,68,12,162,38,21,15,64,24,57,40,9,19,12,415,79,81,82,86,87,1354,465,4,1,Medium,Medium,3,79,81,82,87,50,86,Medium/Medium,"Dec 17, 1988",,2023,GK
Nicolò Barella,/player/224232/nicolo-barella/220069/,https://cdn.sofifa.net/players/224/232/22_60.png,Italy,CM,24,85,88,Inter,224232,172cm,68kg,Right,87,CM,3,"Sep 1, 2020",N/A,€73M,€130K,€129.6M,369,79,73,53,84,80,397,80,79,67,84,87,427,81,78,90,88,90,401,77,78,94,73,79,405,84,83,81,84,73,86,238,79,78,81,54,11,5,13,14,11,2291,479,3,3,High,High,3,79,76,82,84,77,81,High/High,"Feb 7, 1997",Engine/Acrobat,2026,RCM
Mikel Oyarzabal Ugarte,/player/230142/mikel-oyarzabal-ugarte/220069/,https://cdn.sofifa.net/players/230/142/22_60.png,Spain,LW/RW,24,85,88,Real Sociedad,230142,181cm,79kg,Left,85,LW,3,"Jul 1, 2014",N/A,€73.5M,€57K,€159.9M,384,83,84,60,83,74,396,85,77,76,73,85,408,83,81,83,81,80,372,80,72,82,57,81,335,52,29,85,85,84,83,117,55,32,30,50,10,6,10,13,11,2062,433,3,3,High,Medium,2,82,82,81,84,41,63,High/Medium,"Apr 21, 1997",,2024,LW
Ángel Di María,/player/183898/angel-di-maria/220069/,https://cdn.sofifa.net/players/183/898/22_60.png,Argentina,RW/LW,33,85,85,Paris Saint Germain,183898,180cm,69kg,Left,85,RW,0,"Aug 6, 2015",N/A,€33.5M,€135K,€62M,375,86,77,51,83,78,435,88,91,88,81,87,414,81,81,93,83,76,376,83,71,75,62,85,359,73,42,83,88,73,86,148,41,55,52,51,10,7,11,12,11,2158,449,2,5,High,Medium,4,81,80,85,87,48,68,High/Medium,"Feb 14, 1988",Dribbler/Crosser/FK Specialist/Acrobat,2022,SUB
Diogo José Teixeira da Silva,/player/224458/diogo-jose-teixeira-da-silva/220069/,https://cdn.sofifa.net/players/224/458/22_60.png,Portugal,CF/LW,24,85,89,Liverpool,224458,178cm,73kg,Right,86,ST,4,"Sep 19, 2020",N/A,€78M,€155K,€150.2M,399,73,86,84,77,79,376,85,77,58,72,84,430,88,82,87,87,86,396,85,81,83,72,75,376,85,56,89,77,69,80,155,53,57,45,54,7,12,15,9,11,2186,463,5,4,High,High,2,85,83,75,85,57,78,High/High,"Dec 4, 1996",Acrobat,2025,CF
Leonardo Bonucci,/player/184344/leonardo-bonucci/220069/,https://cdn.sofifa.net/players/184/344/22_60.png,Italy,CB,34,85,85,Juventus,184344,190cm,85kg,Right,85,CB,0,"Aug 2, 2018",N/A,€17.5M,€110K,€29.8M,314,44,48,83,81,58,345,69,56,60,81,79,316,55,67,59,82,53,380,74,90,65,86,65,350,81,86,38,71,74,86,251,87,84,80,13,2,2,3,2,4,1969,426,4,2,Medium,High,3,62,58,69,72,85,80,Medium/High,"May 1, 1987",Tactician/Strength,2024,LCB
İlkay Gündoğan,/player/186942/ilkay-gundogan/220069/,https://cdn.sofifa.net/players/186/942/22_60.png,Germany,CM/CDM,30,85,85,Manchester City,186942,180cm,80kg,Right,85,CM,0,"Jul 1, 2016",N/A,€51.5M,€185K,€95.3M,372,78,81,50,88,75,426,86,86,80,85,89,371,66,65,77,86,77,368,79,61,74,73,81,397,70,78,83,86,80,87,218,76,75,67,48,11,14,5,5,13,2200,461,4,4,High,Medium,3,65,80,85,86,73,72,High/Medium,"Oct 24, 1990",Dribbler/Playmaker/Complete Midfielder,2023,SUB
Jadon Sancho,/player/233049/jadon-sancho/220069/,https://cdn.sofifa.net/players/233/049/22_60.png,England,LW/RW/LM,21,85,89,Manchester United,233049,180cm,76kg,Right,87,CAM,4,"Jul 23, 2021",N/A,€78.5M,€145K,€151.1M,366,80,79,38,86,83,398,91,84,65,70,88,425,85,78,91,81,90,322,71,51,71,64,65,323,44,39,81,85,74,85,103,32,39,32,52,7,11,10,11,13,1989,423,3,5,High,Medium,3,81,75,81,89,36,61,High/Medium,"Mar 25, 2000",Dribbler/Acrobat,2026,LW
Matthijs de Ligt,/player/235243/matthijs-de-ligt/220069/,https://cdn.sofifa.net/players/235/243/22_60.png,Netherlands,CB,21,85,89,Juventus,235243,189cm,89kg,Right,87,CB,4,"Jul 18, 2019",N/A,€71M,€81K,€126M,307,52,50,85,75,45,308,65,48,55,67,73,356,71,79,60,84,62,409,82,93,75,93,66,293,83,81,44,45,40,82,255,84,86,85,56,12,11,11,12,10,1984,435,3,2,Medium,High,3,75,59,61,69,84,87,Medium/High,"Aug 12, 1999",Tackling/Strength,2024,RCB
Marco Reus,/player/188350/marco-reus/220069/,https://cdn.sofifa.net/players/188/350/22_60.png,Germany,CAM/CF,32,85,85,Borussia Dortmund,188350,180cm,71kg,Right,85,CAM,0,"Jul 1, 2012",N/A,€43M,€95K,€73.1M,384,84,84,44,85,87,423,85,88,85,79,86,396,76,69,83,86,82,373,86,68,72,66,81,348,51,48,84,86,79,86,159,53,47,59,61,12,12,13,13,11,2144,440,4,4,High,Medium,4,72,84,84,85,50,65,High/Medium,"May 31, 1989",,2023,CAM
Lautaro Martínez,/player/231478/lautaro-martinez/220069/,https://cdn.sofifa.net/players/231/478/22_60.png,Argentina,ST,23,85,89,Inter,231478,174cm,72kg,Right,87,ST,4,"Jul 5, 2018",N/A,€78M,€145K,€138.5M,393,56,87,84,76,90,362,83,78,43,73,85,429,86,80,86,88,89,406,80,88,80,84,74,373,90,45,84,80,74,86,130,55,31,44,48,11,8,8,8,13,2141,453,4,4,High,Medium,3,83,82,71,85,48,84,High/Medium,"Aug 22, 1997",Acrobat,2026,LS
Christopher Nkunku,/player/232411/christopher-nkunku/220069/,https://cdn.sofifa.net/players/232/411/22_60.png,France,CAM/CF/ST,23,86,89,RB Leipzig,232411,175cm,73kg,Right,88,CAM,3,"Jul 18, 2019",N/A,€93M,€110K,€165.1M,384,81,85,63,85,70,416,87,82,80,80,87,440,87,91,88,84,90,354,79,59,74,64,78,363,59,67,86,84,67,81,199,67,72,60,43,5,6,10,15,7,2199,472,3,4,High,Medium,3,89,81,83,87,67,65,High/Medium,"Nov 14, 1997",Dribbler/Acrobat,,SUB
Achraf Hakimi,/player/235212/achraf-hakimi/220069/,https://cdn.sofifa.net/players/235/212/22_60.png,Morocco,RB/RWB,22,85,89,Paris Saint Germain,235212,181cm,73kg,Right,85,RB,4,"Jul 6, 2021",N/A,€73M,€100K,€140.5M,384,86,75,68,81,74,387,80,77,74,73,83,435,93,95,84,84,79,400,80,80,93,74,73,370,75,78,79,78,60,83,228,75,77,76,46,10,8,14,6,8,2250,486,4,4,High,Medium,2,94,75,80,82,76,79,High/Medium,"Nov 4, 1998",Speedster,2026,RB
Péter Gulácsi,/player/185122/peter-gulacsi/220069/,https://cdn.sofifa.net/players/185/122/22_60.png,Hungary,GK,31,85,85,RB Leipzig,185122,191cm,86kg,Right,85,GK,0,"Jul 1, 2015",N/A,€28.5M,€87K,€48.5M,94,16,10,23,35,10,104,19,18,11,31,25,250,42,44,41,81,42,247,57,67,37,74,12,136,34,23,11,44,24,45,61,25,16,20,413,85,84,76,83,85,1305,456,2,1,Medium,Medium,3,85,84,76,85,43,83,Medium/Medium,"May 6, 1990",,,GK
Kyle Walker,/player/188377/kyle-walker/220069/,https://cdn.sofifa.net/players/188/377/22_60.png,England,RB,31,85,85,Manchester City,188377,183cm,83kg,Right,85,RB,0,"Jul 14, 2017",N/A,€39M,€170K,€72.2M,339,77,51,74,80,57,388,79,76,71,81,81,402,88,94,66,85,69,404,86,83,86,80,69,364,84,80,68,69,63,75,243,76,84,83,57,12,6,16,15,8,2197,471,2,3,High,High,3,91,63,77,78,80,82,High/High,"May 28, 1990",Speedster/Engine,2024,RB
Pierre-Emerick Aubameyang,/player/188567/pierre-emerick-aubameyang/220069/,https://cdn.sofifa.net/players/188/567/22_60.png,Gabon,ST,32,85,85,FC Barcelona,188567,187cm,80kg,Right,85,ST,0,"Jan 31, 2022",N/A,€43.5M,€220K,€89.2M,395,72,87,76,78,82,379,78,80,76,64,81,401,85,88,77,84,67,384,82,75,74,74,79,335,43,48,88,74,82,83,85,20,29,36,48,6,9,15,9,9,2027,428,4,4,High,Low,3,87,84,74,79,36,68,High/Low,"Jun 18, 1989",,2025,ST
Antoine Griezmann,/player/194765/antoine-griezmann/220069/,https://cdn.sofifa.net/players/194/765/22_60.png,France,ST/CF/RW,30,85,85,Atlético Madrid,194765,176cm,73kg,Left,86,CAM,0,"Jul 12, 2019","Jun 30, 2023",€53M,€220K,€0,420,83,84,83,84,86,427,85,86,85,82,89,423,79,80,92,89,83,404,82,90,86,63,83,375,73,49,89,85,79,90,146,43,54,49,63,14,8,14,13,14,2258,459,3,4,Medium,Medium,4,80,84,84,87,52,72,Medium/Medium,"Mar 21, 1991",Acrobat,"Jun 30, 2023",RS
Luis Suárez,/player/176580/luis-suarez/220069/,https://cdn.sofifa.net/players/176/580/22_60.png,Uruguay,ST,34,86,86,Atlético Madrid,176580,182cm,86kg,Right,86,ST,0,"Sep 25, 2020",N/A,€33M,€105K,€67.7M,423,78,90,85,80,90,408,81,86,82,76,83,380,74,68,71,89,78,402,89,69,73,84,87,384,87,41,91,82,83,87,125,42,45,38,153,27,25,31,33,37,2275,449,4,3,High,Medium,5,71,89,80,81,47,81,High/Medium,"Jan 24, 1987",Distance Shooter/Clinical Finisher,2022,LS
Ciro Immobile,/player/192387/ciro-immobile/220069/,https://cdn.sofifa.net/players/192/387/22_60.png,Italy,ST,31,86,86,Lazio,192387,185cm,85kg,Right,86,ST,0,"Jul 27, 2016",N/A,€57.5M,€115K,€97.8M,391,55,91,81,79,85,334,79,70,51,53,81,417,84,86,75,87,85,400,86,82,78,74,80,362,73,40,90,71,88,76,99,34,33,32,47,6,8,15,12,6,2050,433,4,3,High,Medium,4,85,87,67,80,39,75,High/Medium,"Feb 20, 1990",Clinical Finisher,2025,ST
Name,page_ref,Image,Natinality,PreferredPositions,Age,Overal,Potential,Club,ID,Height,Weight,PreferredFoot,best_overal,BP,Growth,Joined,LoanDateEnd,Value,Wage,ReleaseClause,Attacking,Crossing,Finishing,Heading,ShortPass,Volleys,Skill,Dribbling,Curve,FKAcc,LongPass,BallControl,Movement,Acceleration,SprintSpeed,Agility,Reactions,Balance,Power,ShotPower,Jumping,Stamina,Strength,LongShots,Mentality,Aggression,Interceptions,AttPosition,Vision,Penalties,Composure,Defending,Marking,StandTackle,SlideTackle,Goalkeeping,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Total,BaseStats,WeakFoot,SkillMoves,A/W,D/W,IR,PAC,SHO,PAS,DRI,DEF,PHY,PlayerWorkRate,BirthDate,Specialities,Club_ContractLength,Club_Position
C. Ronaldo dos Santos Aveiro,/player/20801/c-ronaldo-dos-santos-aveiro/220069/,https://cdn.sofifa.net/players/020/801/22_60.png,Portugal,ST,36,91,91,Manchester United,20801,187cm,83kg,Right,91,ST,0,"Aug 27, 2021",N/A,€45M,€270K,€83.3M,434,84,94,90,80,86,411,86,81,79,77,88,417,82,87,82,94,72,435,94,95,77,77,92,353,63,29,95,76,90,95,80,24,32,24,58,7,11,15,14,11,2188,453,4,5,High,Medium,5,85,93,80,86,34,75,High/Medium,"Feb 5, 1985",Aerial Threat/Dribbler/Distance Shooter/Clinical Finisher/Complete Forward,2023,ST
N'Golo Kanté,/player/215914/ngolo-kante/220069/,https://cdn.sofifa.net/players/215/914/22_60.png,France,CDM/CM,30,90,90,Chelsea,215914,"168cm / 5'6""",70kg / 154lbs,Right,90,,0,"Jul 16, 2016",N/A,€100M,€230K,€185M,,68,65,54,82,56,,79,49,49,79,81,,82,75,82,93,92,,71,77,97,72,65,,93,91,72,78,54,84,,90,93,86,,15,12,10,7,10,,471,3,2,,,,,,,,,,Medium/High,"Mar 29, 1991",Tackling/Tactician,2023,RCM
Robert Lewandowski,/player/188545/robert-lewandowski/220069/,https://cdn.sofifa.net/players/188/545/22_60.png,Poland,ST,32,92,92,FC Bayern München,188545,"185cm / 6'1""",81kg / 179lbs,Right,92,,0,"Jul 1, 2014",N/A,€119.5M,€270K,€197.2M,,71,95,90,85,89,,85,79,85,70,88,,77,78,77,93,82,,90,85,76,86,87,,81,49,95,81,90,88,,35,42,19,,15,6,12,8,10,,461,4,4,,,,,,,,,,High/Medium,"Aug 21, 1988",Aerial Threat/Distance Shooter/Clinical Finisher/Complete Forward,2023,ST
Kevin De Bruyne,/player/192985/kevin-de-bruyne/220069/,https://cdn.sofifa.net/players/192/985/22_60.png,Belgium,CM/CAM,30,91,91,Manchester City,192985,"181cm / 5'11""",70kg / 154lbs,Right,91,,0,"Aug 30, 2015",N/A,€125.5M,€350K,€232.2M,,94,83,55,93,83,,88,85,83,93,90,,76,76,79,91,78,,92,63,88,74,91,,75,66,88,94,83,89,,68,65,53,,15,13,5,10,13,,484,5,4,,,,,,,,,,High/High,"Jun 28, 1991",Dribbler/Playmaker/Engine/Distance Shooter/Crosser/Complete Midfielder,2025,RCM
Karim Benzema,/player/165153/karim-benzema/220069/,https://cdn.sofifa.net/players/165/153/22_60.png,France,CF/ST,33,91,91,Real Madrid,165153,"185cm / 6'1""",81kg / 179lbs,Right,91,,0,"Jul 9, 2009",N/A,€84M,€450K,€172.2M,,75,92,90,89,88,,87,82,73,76,91,,79,80,78,92,72,,87,79,81,82,80,,63,39,92,89,84,90,,43,24,18,,13,11,5,5,7,,455,4,4,,,,,,,,,,Medium/Medium,"Dec 19, 1987",Poacher/Clinical Finisher,2023,CF
David De Gea Quintana,/player/193080/david-de-gea-quintana/220069/,https://cdn.sofifa.net/players/193/080/22_60.png,Spain,GK,30,87,87,Manchester United,193080,"192cm / 6'4""",76kg / 168lbs,Right,87,,0,"Jul 1, 2011",N/A,€53M,€150K,€98.1M,,17,13,21,48,13,,18,21,19,43,38,,57,58,63,89,43,,57,67,43,55,12,,38,30,12,58,29,60,,25,21,13,,88,80,76,84,89,,474,3,1,,,,,,,,,,Medium/Medium,"Nov 7, 1990",,2023,GK
Lionel Messi,/player/158023/lionel-messi/220069/,https://cdn.sofifa.net/players/158/023/22_60.png,Argentina,RW/ST/CF,34,92,92,Paris Saint Germain,158023,"169cm / 5'7""",67kg / 148lbs,Left,93,,0,"Aug 10, 2021",N/A,€69.5M,€290K,€128.6M,,85,91,70,91,88,,96,93,93,91,94,,90,78,91,93,95,,86,68,71,69,93,,44,40,93,95,75,96,,20,35,24,,6,11,15,14,8,,457,4,4,,,,,,,,,,Low/Low,"Jun 24, 1987",Dribbler/Distance Shooter/FK Specialist/Acrobat/Clinical Finisher/Complete Forward,2023,RW
Keylor Navas,/player/193041/keylor-navas/220069/,https://cdn.sofifa.net/players/193/041/22_60.png,Costa Rica,GK,34,88,88,Paris Saint Germain,193041,"185cm / 6'1""",80kg / 176lbs,Right,88,,0,"Sep 2, 2019",N/A,€15.5M,€130K,€28.7M,,11,15,11,40,11,,24,21,15,37,30,,54,53,60,85,61,,56,74,39,75,13,,32,22,16,68,25,67,,28,14,14,,89,84,75,87,89,,478,3,1,,,,,,,,,,Medium/Medium,"Dec 15, 1986",,2024,SUB
Toni Kroos,/player/182521/toni-kroos/220069/,https://cdn.sofifa.net/players/182/521/22_60.png,Germany,CM,31,88,88,Real Madrid,182521,"183cm / 6'0""",76kg / 168lbs,Right,88,,0,"Jul 17, 2014",N/A,€75M,€310K,€153.8M,,88,77,58,93,82,,80,86,84,93,88,,55,52,63,90,71,,89,32,75,72,86,,60,80,76,90,73,88,,71,73,60,,10,11,13,7,10,,445,5,3,,,,,,,,,,Medium/Medium,"Jan 4, 1990",Playmaker/Distance Shooter/Crosser/Complete Midfielder,2023,LCM
Hugo Lloris,/player/167948/hugo-lloris/220069/,https://cdn.sofifa.net/players/167/948/22_60.png,France,GK,34,87,87,Tottenham Hotspur,167948,"188cm / 6'2""",82kg / 181lbs,Left,87,,0,"Aug 31, 2012",N/A,€13.5M,€125K,€25.7M,,13,10,9,43,15,,12,12,10,45,29,,61,62,54,84,56,,49,74,41,43,14,,31,25,9,51,40,59,,24,12,18,,88,83,65,84,88,,469,1,1,,,,,,,,,,Medium/Medium,"Dec 26, 1986",,2024,GK
Jamie Vardy,/player/208830/jamie-vardy/220069/,https://cdn.sofifa.net/players/208/830/22_60.png,England,ST,34,86,86,Leicester City,208830,"179cm / 5'10""",74kg / 163lbs,Right,86,,0,"May 1, 2012",N/A,€33M,€180K,€62.7M,,69,89,78,74,84,,78,69,61,60,83,,85,85,76,90,75,,87,80,76,66,68,,86,49,90,74,85,86,,45,52,54,,15,14,7,15,11,,444,4,3,,,,,,,,,,High/Medium,"Jan 11, 1987",,2023,SUB
Riyad Mahrez,/player/204485/riyad-mahrez/220069/,https://cdn.sofifa.net/players/204/485/22_60.png,Algeria,RW/RM,30,86,86,Manchester City,204485,"179cm / 5'10""",67kg / 148lbs,Left,86,,0,"Jul 10, 2018",N/A,€65.5M,€220K,€121.2M,,81,84,56,83,76,,91,85,78,75,90,,84,79,92,83,88,,84,56,75,57,83,,48,39,83,83,80,83,,45,31,22,,15,9,13,11,6,,433,4,5,,,,,,,,,,Medium/Medium,"Feb 21, 1991",Dribbler/Acrobat,2025,SUB
Thomas Müller,/player/189596/thomas-muller/220069/,https://cdn.sofifa.net/players/189/596/22_60.png,Germany,CAM/RM/CF,31,87,87,FC Bayern München,189596,"185cm / 6'1""",76kg / 168lbs,Right,87,,0,"Aug 10, 2008",N/A,€66M,€140K,€108.9M,,85,88,81,85,84,,77,81,59,79,84,,66,68,72,94,71,,78,77,86,66,82,,62,58,96,86,70,84,,47,57,46,,6,7,11,14,14,,441,4,3,,,,,,,,,,High/High,"Sep 13, 1989",Engine/Clinical Finisher,2024,CAM
Radamel Falcao García Zarate,/player/167397/radamel-falcao-garcia-zarate/220069/,https://cdn.sofifa.net/players/167/397/22_60.png,Colombia,ST,35,78,78,Rayo Vallecano,167397,177cm,72kg,Right,78,ST,0,"Sep 4, 2021",N/A,€6M,€19K,€13.2M,375,55,80,84,76,80,364,73,81,70,60,80,342,59,54,73,79,77,368,78,86,60,70,74,342,73,41,84,63,81,80,93,32,42,19,43,10,13,6,9,5,1927,388,4,3,High,Medium,3,56,79,67,76,41,69,High/Medium,"Feb 10, 1986",,2023,SUB
Luis Miguel Rodríguez,/player/192906/luis-miguel-rodriguez/220069/,https://cdn.sofifa.net/players/192/906/22_60.png,Argentina,ST/CF/CAM,36,78,78,Colón,192906,167cm,67kg,Right,80,CF,0,"Jan 10, 2022",N/A,€4.8M,€14K,€7.2M,380,75,81,68,74,82,402,84,87,79,69,83,383,72,64,78,84,85,374,84,69,72,68,81,357,73,40,81,82,81,86,122,32,48,42,51,7,7,14,10,13,2069,422,4,4,High,Low,1,68,82,76,83,43,70,High/Low,"Jan 1, 1985",,2023,LF
Maarten Stekelenburg,/player/2147/maarten-stekelenburg/220069/,https://cdn.sofifa.net/players/002/147/22_60.png,Netherlands,GK,38,75,75,Ajax,2147,"197cm / 6'6""",92kg / 203lbs,Right,75,,0,"Aug 5, 2020",N/A,€625K,€8K,€875K,,18,11,14,39,11,,12,13,13,37,31,,30,36,30,69,27,,56,55,25,77,11,,41,26,12,40,23,59,,9,15,14,,74,74,75,76,74,,405,4,1,,,,,,,,,,Medium/Medium,"Sep 22, 1982",,2023,GK
Cristian Pellerano,/player/210281/cristian-pellerano/220069/,https://cdn.sofifa.net/players/210/281/22_60.png,Argentina,CDM/CM,39,74,74,Independiente del Valle,210281,"184cm / 6'0""",79kg / 174lbs,Right,74,,0,"Jan 31, 2018",N/A,€825K,€650,€1.8M,,47,60,50,76,49,,49,71,70,75,75,,51,52,65,70,59,,73,54,70,84,72,,78,69,59,68,65,73,,73,74,69,,10,10,6,7,7,,394,3,2,,,,,,,,,,Medium/Medium,"Feb 1, 1982",,2022,RCM
Dante Bonfim Costa Santos,/player/158625/dante-bonfim-costa-santos/220069/,https://cdn.sofifa.net/players/158/625/22_60.png,Brazil,CB,37,78,78,Nice,158625,189cm,91kg,Left,78,CB,0,"Aug 23, 2016",N/A,€2.5M,€23K,€4.8M,308,58,47,78,77,48,321,61,51,55,77,77,248,33,32,48,75,60,336,62,67,69,85,53,320,76,79,41,64,60,79,236,81,79,76,51,14,8,10,6,13,1820,375,4,3,Low,High,3,32,52,68,66,79,78,Low/High,"Oct 18, 1983",,2023,LCB
Alessandro Diamanti,/player/163925/alessandro-diamanti/220069/,https://cdn.sofifa.net/players/163/925/22_60.png,Italy,CAM,38,74,74,Western United,163925,"180cm / 5'11""",75kg / 165lbs,Left,74,,0,"Jul 25, 2019",N/A,€1.4M,€3K,€1.8M,,77,64,54,80,74,,76,74,80,74,78,,62,55,68,65,69,,81,48,65,66,78,,60,30,75,75,77,73,,32,32,28,,14,7,10,14,11,,379,2,4,,,,,,,,,,Medium/Low,"May 2, 1983",,2023,SUB
Álvaro Negredo Sánchez,/player/146439/alvaro-negredo-sanchez/220069/,https://cdn.sofifa.net/players/146/439/22_60.png,Spain,ST,35,78,78,Cádiz,146439,186cm,86kg,Left,78,ST,0,"Aug 4, 2020",N/A,€6M,€27K,€12.6M,359,43,80,83,74,79,342,72,63,69,64,74,322,57,57,66,77,65,392,84,82,61,85,80,334,78,28,80,68,80,70,94,33,31,30,48,11,6,11,7,13,1891,387,2,3,Medium,Low,3,57,81,64,72,36,77,Medium/Low,"Aug 20, 1985",,2023,LS
Allan McGregor,/player/49000/allan-mcgregor/220069/,https://cdn.sofifa.net/players/049/000/22_60.png,Scotland,GK,39,75,75,Rangers,49000,"183cm / 6'0""",74kg / 163lbs,Right,75,,0,"Jul 1, 2018",N/A,€625K,€20K,€1.1M,,11,20,13,36,15,,20,20,14,39,29,,33,41,65,71,51,,52,73,30,71,14,,45,20,13,61,23,68,,15,13,15,,76,73,69,76,75,,405,3,1,,,,,,,,,,Medium/Medium,"Jan 31, 1982",,2023,GK
Oier Sanjurjo Maté,/player/190432/oier-sanjurjo-mate/220069/,https://cdn.sofifa.net/players/190/432/22_60.png,Spain,CDM/CM,35,77,77,Osasuna,190432,178cm,72kg,Right,77,CDM,0,"Sep 1, 2008",N/A,€3M,€19K,€6.3M,307,64,62,59,78,44,325,65,61,45,77,77,325,63,60,65,69,68,362,73,78,73,73,65,354,78,76,69,75,56,61,226,73,78,75,34,10,7,6,6,5,1933,414,2,2,Medium,High,1,61,64,72,69,74,74,Medium/High,"May 25, 1986",,2022,SUB
Wagner Mauro Laranjo Coelho,/player/230331/wagner-mauro-laranjo-coelho/220069/,https://cdn.sofifa.net/players/230/331/22_60.png,Brazil,CDM/CM,37,77,77,Palmeiras,230331,177cm,77kg,Right,77,CDM,0,"Jul 8, 2021",N/A,€2.1M,€25K,€3.8M,334,61,69,74,82,48,367,70,66,70,79,82,340,69,66,63,71,71,376,81,55,82,78,80,355,70,73,60,77,75,79,219,76,73,70,56,13,5,13,14,11,2047,437,3,2,Medium,Medium,1,67,72,75,73,74,76,Medium/Medium,"Feb 29, 1984",,2024,RDM
Jan Oblak,/player/200389/jan-oblak/220069/,https://cdn.sofifa.net/players/200/389/22_60.png,Slovenia,GK,28,89,91,Atlético Madrid,200389,"188cm / 6'2""",87kg / 192lbs,Right,89,,2,"Jul 16, 2014",N/A,€88M,€100K,€187M,,13,11,15,43,13,,12,13,14,40,30,,43,58,65,87,49,,59,77,41,78,12,,34,21,11,65,11,68,,27,12,18,,86,90,78,87,89,,479,3,1,,,,,,,,,,Medium/Medium,"Jan 7, 1993",,2023,GK
Harry Kane,/player/202126/harry-kane/220069/,https://cdn.sofifa.net/players/202/126/22_60.png,England,ST,27,89,89,Tottenham Hotspur,202126,"188cm / 6'2""",89kg / 196lbs,Right,89,,0,"Jul 28, 2010",N/A,€112M,€230K,€212.8M,,80,94,85,84,87,,83,82,65,85,85,,67,69,68,92,71,,92,79,83,84,86,,80,44,94,87,92,92,,50,36,38,,8,10,11,14,11,,455,5,3,,,,,,,,,,High/High,"Jul 28, 1993",Distance Shooter/Clinical Finisher,2024,ST
Heung Min Son,/player/200104/heung-min-son/220069/,https://cdn.sofifa.net/players/200/104/22_60.png,Korea Republic,LW/LM/ST,28,89,89,Tottenham Hotspur,200104,"183cm / 6'0""",78kg / 172lbs,Right,89,,0,"Aug 28, 2015",N/A,€104M,€240K,€197.6M,,83,89,68,84,79,,87,85,74,74,84,,85,90,87,91,79,,88,60,88,64,89,,62,39,91,84,73,89,,47,34,33,,11,13,13,6,10,,455,5,4,,,,,,,,,,High/Medium,"Jul 8, 1992",Dribbler/Distance Shooter/Acrobat/Clinical Finisher/Complete Forward,2025,LW
